Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;VQ;FG;DKL;AOB;Voranschlag 2010 EUR;Voranschlag 2009 EUR;Rechnung 2008 EUR
'1.40100.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'40100';20;0;'SN001';'0600';     452100.00;     622200.00;     633465.18
'1.40100.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'40100';20;0;'SN001';'0600';      15600.00;      16900.00;      16078.75
'1.40100.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'40100';20;0;'SN001';'0600';     278000.00;     215900.00;     250109.20
'1.40100.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'40100';20;0;'SN001';'0600';      18000.00;      20000.00;      19228.28
'1.40100.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'40100';20;0;'SN001';'0600';      27900.00;      46900.00;      46734.93
'1.40100.511010';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'40100';20;0;'SN001';'0600';        200.00;        600.00;        373.30
'1.40100.522500';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'40100';20;0;'G0060';'0600';       1100.00;        900.00;       1029.00
'1.40100.560000';REISEGEBÜHREN;AUSGABE;'40100';20;0;'G0060';'0600';       7900.00;       6000.00;       5903.55
'1.40100.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'40100';20;0;'SN001';'0600';        300.00;       1100.00;       1024.80
'1.40100.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'40100';20;0;'SN001';'0600';       9400.00;       9800.00;       9360.15
'1.40100.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'40100';20;0;'G0060';'0600';        300.00;        300.00;        180.13
'1.40100.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'40100';20;0;'SN001';'0600';          0.00;          0.00;         75.00
'1.40100.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'40100';20;0;'SN001';'0600';       4500.00;       7000.00;       6299.12
'1.40100.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'40100';20;0;'SN001';'0600';      39000.00;      16000.00;      27234.86
'1.40100.580900';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'40100';20;0;'G0060';'0600';          0.00;          0.00;         46.30
'1.40100.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'40100';20;0;'SN001';'0600';      86300.00;      45800.00;      81825.37
'1.40100.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'40100';20;0;'SN001';'0600';      20100.00;      22500.00;      21030.64
'1.40100.581900';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'40100';20;0;'G0060';'0600';        100.00;        100.00;        218.24
'1.40100.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'40100';20;0;'SN001';'0600';       1300.00;       1100.00;       1267.50
'1.40100.600000';STROM;AUSGABE;'40100';24;1;'12001';'0805';      15000.00;      15000.00;      11471.02
'1.40100.602000';WASSER;AUSGABE;'40100';24;1;'12101';'0805';        800.00;        800.00;        885.68
'1.40100.603000';WÄRME;AUSGABE;'40100';24;1;'12001';'0805';       8000.00;       8000.00;       8495.99
'1.40100.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'40100';24;3;'12230';'0805';       4000.00;       4000.00;          0.00
'1.40100.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'40100';24;3;'G0060';'0600';       2000.00;       1200.00;       4227.38
'1.40100.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'40100';24;3;'12230';'0805';       1000.00;       1000.00;       5025.36
'1.40100.617000';INSTANDH. VON FAHRZEUGEN WB;AUSGABE;'40100';24;1;'G0060';'0600';        500.00;          0.00;       1081.74
'1.40100.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'40100';24;3;'G0060';'0600';        500.00;        500.00;         45.22
'1.40100.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'40100';24;2;'12230';'0805';       1000.00;       1000.00;       1041.27
'1.40100.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'40100';24;3;'G0060';'0600';        500.00;        400.00;        346.92
'1.40100.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'40100';24;3;'G0060';'0600';        500.00;        500.00;          0.00
'1.40100.618890';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'40100';24;3;'G085W';'085W';          0.00;          0.00;        130.34
'1.40100.618990';INSTANDH. VON SONSTIGEN ANLAGEN EDV;AUSGABE;'40100';24;3;'GMDI0';'MDIM';          0.00;          0.00;        885.78
'1.40100.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'40100';24;8;'G0060';'0600';        500.00;        500.00;        503.76
'1.40100.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'40100';24;9;'G0060';'0600';        600.00;      25600.00;          0.00
'1.40100.630000';POSTDIENSTE;AUSGABE;'40100';24;1;'MD002';'MDPA';      31600.00;      30000.00;      42445.21
'1.40100.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'40100';24;1;'G0060';'0600';       2000.00;       2000.00;        100.99
'1.40100.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'40100';24;1;'G0060';'0600';       2500.00;       2500.00;       1769.04
'1.40100.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'40100';24;1;'MD002';'MDPA';          0.00;        100.00;          0.00
'1.40100.631390';TELEKOMMUNIKATIONSDIENSTE EDV;AUSGABE;'40100';24;1;'GMDI0';'MDIM';          0.00;          0.00;       6866.40
'1.40100.640000';RECHTSKOSTEN;AUSGABE;'40100';24;8;'G0060';'0600';        300.00;        300.00;          0.00
'1.40100.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'40100';25;8;'SN021';'SN21';       2000.00;       3800.00;       3561.97
'1.40100.670000';VERSICHERUNGEN;AUSGABE;'40100';24;8;'12101';'0805';       5000.00;       5000.00;       3754.84
'1.40100.690000';SCHADENSFÄLLE;AUSGABE;'40100';24;8;'G0060';'0600';        300.00;        300.00;          0.00
'1.40100.700100';MIETZINSE;AUSGABE;'40100';24;9;'G0060';'0600';       6000.00;       5000.00;       1128.50
'1.40100.700200';MIETZINSE LEASINGRATEN;AUSGABE;'40100';24;8;'08107';'0800';     162200.00;     174300.00;     175422.69
'1.40100.700300';MIETZINSE KOPIERER;AUSGABE;'40100';24;9;'G0060';'0600';          0.00;          0.00;        164.33
'1.40100.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'40100';24;8;'12101';'0805';       6500.00;       6500.00;       6459.28
'1.40100.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'40100';24;8;'G0060';'0600';        500.00;        700.00;        105.04
'1.40100.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'40100';24;9;'G0060';'0600';       5000.00;       5000.00;       7983.36
'1.40100.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'40100';24;4;'';'0600';        100.00;        100.00;          0.00
'1.40100.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;8;'12101';'0805';        400.00;        400.00;        399.66
'1.40100.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';      19000.00;      19000.00;       8379.00
'1.40100.728130';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';      35000.00;          0.00;          0.00
'1.40100.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';      74700.00;     109700.00;     107862.21
'1.40100.728220';ENTGELTE FÜR SONSTIGE LEISTUNGEN ERZIEHUNGSBEITRÄGE;AUSGABE;'40100';24;8;'06020';'0600';          0.00;       7400.00;       7817.50
'1.40100.728240';ENTGELTE FÜR SONSTIGE LEISTUNGEN POINTS4ACTION;AUSGABE;'40100';24;9;'G0060';'0600';      15200.00;      15200.00;      15200.00
'1.40100.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';          0.00;          0.00;         30.00
'1.40100.728320';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';      13000.00;      13000.00;       7682.60
'1.40100.728330';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';        500.00;        500.00;          0.00
'1.40100.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN ORGANISATIONSENTWICKLUNG;AUSGABE;'40100';24;9;'G0060';'0600';      10000.00;      10000.00;       9953.41
'1.40100.728600';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';      45000.00;      45000.00;      40176.53
'1.40100.728700';ENTGELTE FÜR SONSTIGE LEISTUNGEN QUALITÄTSMANAGEMENT;AUSGABE;'40100';24;9;'G0060';'0600';      50000.00;      35000.00;      17024.00
'1.40100.728800';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';       2000.00;       2000.00;       1936.48
'1.40100.728880';ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIE DIENSTVERTRÄGE;AUSGABE;'40100';24;9;'G0060';'0600';          0.00;          0.00;       8379.00
'1.40100.728980';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'40100';24;9;'G0060';'0600';       3000.00;          0.00;          0.00
'1.40100.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'40100';27;5;'06020';'0600';          0.00;          0.00;       3698.80
'1.40100.768300';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'40100';27;5;'06017';'0600';        900.00;        900.00;        920.00
'1.41100.042000';AMTSAUSSTATTUNG;AUSGABE;'41100';41;3;'G0050';'0500';       2500.00;       2000.00;       2858.60
'1.41100.042009';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'41100';41;3;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'41100';23;1;'G0050';'0500';       1000.00;        800.00;       3414.39
'1.41100.403000';HANDELSWAREN ORTHOP. HILFSMITTEL, BEKLEIDUNG USW.;AUSGABE;'41100';23;8;'05001';'0500';     137000.00;     107200.00;     119424.66
'1.41100.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'41100';23;1;'G0050';'0500';       3000.00;       3000.00;        969.34
'1.41100.457000';DRUCKWERKE;AUSGABE;'41100';23;1;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'41100';23;1;'G0050';'0500';        500.00;        300.00;        488.86
'1.41100.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'41100';23;1;'G0050';'0500';        100.00;        100.00;         32.00
'1.41100.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'41100';20;0;'SN001';'0500';     582400.00;     560300.00;     537541.17
'1.41100.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'41100';20;0;'SN001';'0500';       6000.00;       6000.00;       5829.60
'1.41100.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'41100';20;0;'SN001';'0500';     207000.00;     216400.00;     199457.05
'1.41100.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'41100';20;0;'SN001';'0500';        300.00;          0.00;         43.63
'1.41100.560000';REISEGEBÜHREN;AUSGABE;'41100';20;0;'G0050';'0500';        200.00;        200.00;         86.83
'1.41100.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'41100';20;0;'SN001';'0500';      13100.00;      13700.00;      13020.80
'1.41100.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'41100';20;0;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'41100';20;0;'SN001';'0500';      25400.00;      29400.00;      28061.80
'1.41100.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'41100';20;0;'SN001';'0500';      36700.00;      12900.00;      22942.64
'1.41100.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'41100';20;0;'SN001';'0500';      62700.00;      72300.00;      66530.08
'1.41100.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'41100';20;0;'SN001';'0500';      19900.00;      19000.00;      18489.17
'1.41100.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'41100';20;0;'SN001';'0500';       1600.00;       1000.00;        876.50
'1.41100.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'41100';24;3;'G0050';'0500';        500.00;        200.00;        698.98
'1.41100.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'41100';24;3;'G0050';'0500';        500.00;        500.00;        412.77
'1.41100.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'41100';24;3;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'41100';24;8;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.620100';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'41100';24;8;'05001';'0500';       2000.00;        100.00;        664.20
'1.41100.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'41100';24;9;'G0050';'0500';        100.00;        100.00;       4173.08
'1.41100.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41100';24;1;'G0050';'0500';       1500.00;       1000.00;       1238.04
'1.41100.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41100';24;1;'G0050';'0500';        700.00;        300.00;        620.62
'1.41100.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41100';24;1;'MD002';'MDPA';        500.00;        600.00;        591.13
'1.41100.640000';RECHTSKOSTEN;AUSGABE;'41100';24;8;'G0050';'0500';        100.00;        100.00;         90.00
'1.41100.670000';VERSICHERUNGEN;AUSGABE;'41100';24;8;'12101';'0805';        100.00;        100.00;          0.00
'1.41100.690000';SCHADENSFÄLLE;AUSGABE;'41100';24;8;'08690';'DI00';          0.00;          0.00;        400.00
'1.41100.690100';SCHADENSFÄLLE;AUSGABE;'41100';24;8;'05001';'0500';      18000.00;          0.00;      18901.25
'1.41100.700400';MIETZINSE KOPIERER;AUSGABE;'41100';24;8;'G0050';'0500';       1000.00;        700.00;        823.48
'1.41100.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'41100';24;8;'05001';'0500';      48900.00;      29600.00;      35517.43
'1.41100.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN ERSATZ SH-VERBAND;AUSGABE;'41100';24;8;'05001';'0500';     665400.00;     573100.00;     519339.11
'1.41100.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41100';24;8;'05001';'0500';      34200.00;      25000.00;      25098.70
'1.41100.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'41100';24;9;'G0050';'0500';        100.00;        100.00;          0.00
'1.41100.728400';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41100';24;9;'G0050';'0500';        200.00;        100.00;          0.00
'1.41100.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE SH-ZAHLUNGEN;AUSGABE;'41100';27;8;'05001';'0500';   16430000.00;   13727300.00;   13921737.50
'1.41100.768200';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41100';27;8;'05001';'0500';     450100.00;     434500.00;     487335.60
'1.41100.768400';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41100';27;8;'05001';'0500';      31300.00;      32400.00;      28310.38
'1.41100.768500';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41100';27;8;'05001';'0500';     195700.00;     184900.00;     200515.51
'1.41110.403000';HANDELSWAREN;AUSGABE;'41110';23;8;'05001';'0500';        900.00;        900.00;          0.00
'1.41110.768200';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE GELDAUSHILFEN;AUSGABE;'41110';27;8;'05001';'0500';        900.00;        900.00;          0.00
'1.41120.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41120';24;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41120.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41120';24;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41120.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41120';24;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41120.728400';ENTGELTE FÜR SONSTIGE LEISTUNGEN PSYCH. FAMILIENPFLEGE;AUSGABE;'41120';24;8;'05001';'0500';     225100.00;     231100.00;     233148.23
'1.41120.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41120';27;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41130.403000';HANDELSWAREN;AUSGABE;'41130';23;8;'05001';'0500';      29400.00;      21300.00;      28520.47
'1.41130.458000';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'41130';23;8;'05001';'0500';     293600.00;     291200.00;     276828.38
'1.41130.620100';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'41130';24;8;'05001';'0500';      19600.00;      24000.00;      14645.25
'1.41130.700100';MIETZINSE;AUSGABE;'41130';24;8;'05001';'0500';       2000.00;       2800.00;          0.00
'1.41130.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41130';24;8;'05001';'0500';    1321000.00;    1146300.00;    1305101.29
'1.41130.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41130';24;8;'05001';'0500';      14700.00;      14300.00;       9811.08
'1.41130.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41130';24;8;'05001';'0500';       8800.00;       9700.00;       4573.75
'1.41130.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN ÄRZTEHONORARE;AUSGABE;'41130';24;8;'05001';'0500';     137000.00;     143300.00;      70671.40
'1.41130.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE FREIWILLIGE;AUSGABE;'41130';27;8;'05001';'0500';     880700.00;     688700.00;     810525.18
'1.41130.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41130';27;8;'05001';'0500';       3900.00;       6500.00;       2327.27
'1.41130.768200';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41130';27;8;'05001';'0500';       9800.00;       1800.00;      21469.90
'1.41140.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41140';27;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41150.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN BESTATTUNGSKOSTEN;AUSGABE;'41150';24;8;'05001';'0500';     105700.00;     101700.00;     126750.23
'1.41150.728500';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41150';24;8;'05001';'0500';        900.00;        900.00;          0.00
'1.41160.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41160';27;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41160.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41160';27;8;'05001';'0500';        500.00;        500.00;          0.00
'1.41300.042000';AMTSAUSSTATTUNG;AUSGABE;'41300';41;3;'G0050';'0500';       3300.00;       5000.00;          0.00
'1.41300.042009';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'41300';41;3;'G0050';'0500';        500.00;        100.00;          0.00
'1.41300.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'41300';65;8;'SN021';'SN21';        200.00;        200.00;        153.85
'1.41300.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'41300';23;1;'G0050';'0500';       1000.00;       1500.00;          0.00
'1.41300.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'41300';23;1;'G0050';'0500';       1000.00;       1000.00;        769.40
'1.41300.457000';DRUCKWERKE;AUSGABE;'41300';23;1;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'41300';23;1;'G0050';'0500';        200.00;        100.00;        154.00
'1.41300.457100';DRUCKWERKE;AUSGABE;'41300';23;1;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.458000';MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG;AUSGABE;'41300';23;1;'G0050';'0500';        100.00;          0.00;          0.00
'1.41300.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'41300';23;1;'G0050';'0500';        100.00;        100.00;         16.00
'1.41300.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'41300';20;0;'SN001';'0500';     186300.00;     205100.00;     200162.64
'1.41300.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'41300';20;0;'SN001';'0500';       2000.00;       6600.00;       5057.07
'1.41300.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'41300';20;0;'SN001';'0500';     181200.00;     180700.00;     165038.04
'1.41300.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'41300';20;0;'SN001';'0500';       3000.00;       4200.00;       3376.80
'1.41300.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'41300';20;0;'SN001';'0500';      12500.00;      23200.00;      20405.58
'1.41300.560000';REISEGEBÜHREN;AUSGABE;'41300';20;0;'G0050';'0500';        300.00;        200.00;        174.41
'1.41300.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'41300';20;0;'SN001';'0500';       7800.00;       7800.00;       7572.80
'1.41300.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'41300';20;0;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'41300';20;0;'SN001';'0500';       2600.00;       3500.00;       3288.80
'1.41300.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'41300';20;0;'SN001';'0500';      15100.00;       5500.00;      10460.86
'1.41300.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'41300';20;0;'SN001';'0500';      47000.00;      51500.00;      47844.71
'1.41300.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'41300';20;0;'SN001';'0500';       6900.00;       7300.00;       7282.73
'1.41300.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'41300';20;0;'SN001';'0500';        700.00;       1000.00;       1057.50
'1.41300.614009';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'41300';24;3;'G0050';'0500';        100.00;        100.00;         62.84
'1.41300.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'41300';24;3;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'41300';24;8;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'41300';24;9;'G0050';'0500';        100.00;        100.00;          0.00
'1.41300.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41300';24;1;'G0050';'0500';        800.00;        800.00;        534.97
'1.41300.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41300';24;1;'G0050';'0500';        600.00;        300.00;        514.52
'1.41300.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'41300';24;1;'MD002';'MDPA';        200.00;        300.00;        253.94
'1.41300.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'41300';25;8;'SN021';'SN21';          0.00;        100.00;         65.74
'1.41300.670000';VERSICHERUNGEN;AUSGABE;'41300';24;8;'12101';'0805';        100.00;        100.00;          0.00
'1.41300.700300';MIETZINSE KOPIERER;AUSGABE;'41300';24;8;'G0050';'0500';        300.00;        100.00;          1.10
'1.41300.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41300';24;9;'G0050';'0500';        100.00;        100.00;         25.00
'1.41300.729000';SONSTIGE AUSGABEN;AUSGABE;'41300';24;8;'05001';'0500';      29200.00;      41900.00;      40163.04
'1.41300.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41300';27;8;'05001';'0500';      59300.00;      52000.00;      33848.62
'1.41300.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE UNTERBRINGUNG;AUSGABE;'41300';27;8;'05001';'0500';    1994200.00;    2773200.00;    2333458.76
'1.41300.768200';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE THERAPIEN;AUSGABE;'41300';27;8;'05001';'0500';    2437300.00;    1663900.00;    1839429.83
'1.41311.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41311';27;8;'05001';'0500';       6000.00;      13900.00;      25175.86
'1.41311.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'41311';27;8;'05001';'0500';     387900.00;     406700.00;     392549.61
'1.41321.728000';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41321';24;9;'05001';'0500';     358200.00;     369800.00;     312049.82
'1.41321.728010';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41321';24;8;'05001';'0500';     184000.00;     184900.00;     145093.01
'1.41321.728020';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41321';24;8;'05001';'0500';      66000.00;      69300.00;      47229.62
'1.41321.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41321';24;8;'05001';'0500';     408000.00;     295800.00;     307112.96
'1.41321.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'41321';24;8;'05001';'0500';    1488800.00;    1044600.00;    1010911.58
