Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'1.43980.657100';GELDVERKEHRSSPESEN;AUSGABE;'43980';24;8;D;'0600';          0.00;        290.81;        290.81;        290.81;          0.00;          0.00;          0.00;          0.00;          0.00;        290.81
'1.43980.670000';VERSICHERUNGEN;AUSGABE;'43980';24;8;D;'0805';          0.00;        631.06;        631.06;        631.06;          0.00;       2000.00;          0.00;       2000.00;       1368.94;          0.00
'1.43980.670100';VERSICHERUNGEN WB;AUSGABE;'43980';24;3;D;'0600';          0.00;         27.89;         27.89;         27.89;          0.00;          0.00;          0.00;          0.00;          0.00;         27.89
'1.43980.700000';MIETZINSE;AUSGABE;'43980';24;9;D;'0600';          0.00;        208.69;        208.69;        208.69;          0.00;          0.00;          0.00;          0.00;          0.00;        208.69
'1.43980.700500';MIETZINSE GBG-MIETEN;AUSGABE;'43980';24;8;D;'0805';          0.00;     208897.48;     208897.48;     208897.48;          0.00;     210000.00;          0.00;     210000.00;       1102.52;          0.00
'1.43980.700800';MIETZINSE INFRANET;AUSGABE;'43980';24;8;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.43980.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'43980';24;8;D;'0805';          0.00;       9488.95;       9488.95;       9488.95;          0.00;      11000.00;          0.00;      11000.00;       1511.05;          0.00
'1.43980.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'43980';24;9;D;'0600';         61.50;        504.36;        565.86;        565.86;          0.00;          0.00;          0.00;          0.00;          0.00;        504.36
'1.43980.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'43980';24;9;D;'0600';          0.00;        543.27;        543.27;        543.27;          0.00;       1600.00;          0.00;       1600.00;       1056.73;          0.00
'1.43980.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'43980';24;9;D;'0600';          0.00;        406.90;        406.90;        406.90;          0.00;          0.00;          0.00;          0.00;          0.00;        406.90
'1.43980.728010';ENTGELTE FÜR SONSTIGE LEISTUNGEN SUPERVISIONEN UND SCHULUNGEN;AUSGABE;'43980';24;8;D;'0600';        683.65;      11112.60;      11796.25;       9291.40;       2504.85;      11400.00;          0.00;      11400.00;        287.40;          0.00
'1.43980.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'43980';24;8;D;'0805';        726.34;       2497.01;       3223.35;       2819.74;        403.61;       1300.00;          0.00;       1300.00;          0.00;       1197.01
'1.43980.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN WÄSCHEREINIGUNG;AUSGABE;'43980';24;9;D;'0600';        268.05;       1749.05;       2017.10;       1836.25;        180.85;       4800.00;          0.00;       4800.00;       3050.95;          0.00
'1.43980.728300';ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIZEIT;AUSGABE;'43980';24;9;D;'0600';       1469.19;      23642.82;      25112.01;      25112.01;          0.00;      43000.00;          0.00;      43000.00;      19357.18;          0.00
'1.43980.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'43980';24;9;D;'0600';          0.00;        130.83;        130.83;        130.83;          0.00;          0.00;          0.00;          0.00;          0.00;        130.83
'1.43980.728400';ENTGELTE FÜR SONSTIGE LEISTUNGEN NÄHARBEITEN;AUSGABE;'43980';24;9;D;'0600';          0.00;        190.00;        190.00;        190.00;          0.00;        100.00;          0.00;        100.00;          0.00;         90.00
'1.43980.728880';ENTGELTE FÜR SONSTIGE LEISTUNGEN FREIE DIENSTVERTRÄGE;AUSGABE;'43980';24;9;D;'0600';       1909.94;      12542.00;      14451.94;      14451.94;          0.00;      34000.00;          0.00;      34000.00;      21458.00;          0.00
'1.43980.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'43980';27;5;D;'0600';          0.00;       4866.29;       4866.29;       4866.29;          0.00;          0.00;          0.00;          0.00;          0.00;       4866.29
'1.43980.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE TASCHENGELD;AUSGABE;'43980';27;5;D;'0600';          0.00;      10624.41;      10624.41;      10624.41;          0.00;      13000.00;          0.00;      13000.00;       2375.59;          0.00
'1.44100.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'44100';27;9;D;'BG00';          0.00;          0.00;          0.00;          0.00;          0.00;          0.00;       2300.00;       2300.00;       2300.00;          0.00
'1.44100.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'44100';27;5;D;'FW00';          0.00;      10000.00;      10000.00;       5500.00;       4500.00;          0.00;      50000.00;      50000.00;      40000.00;          0.00
'1.46900.040000';FAHRZEUGE;AUSGABE;'46900';41;3;D;'060F';          0.00;       4500.00;       4500.00;          0.00;       4500.00;          0.00;          0.00;          0.00;          0.00;       4500.00
'1.46900.042100';AMTSAUSSTATTUNG;AUSGABE;'46900';41;3;D;'060F';          0.00;       1803.04;       1803.04;       1803.04;          0.00;        900.00;          0.00;        900.00;          0.00;        903.04
'1.46900.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'46900';65;8;S;'SN21';          0.00;        230.65;        230.65;        230.65;          0.00;        200.00;          0.00;        200.00;          0.00;         30.65
'1.46900.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'46900';23;1;D;'060F';          0.00;        776.97;        776.97;        776.97;          0.00;       1500.00;          0.00;       1500.00;        723.03;          0.00
'1.46900.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'46900';23;1;D;'0805';          2.08;         23.30;         25.38;         25.38;          0.00;       1000.00;          0.00;       1000.00;        976.70;          0.00
'1.46900.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'46900';23;1;D;'MDIM';          0.00;        496.66;        496.66;        496.66;          0.00;          0.00;          0.00;          0.00;          0.00;        496.66
'1.46900.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'46900';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.46900.403009';HANDELSWAREN KOPIERSERVICE - MDPA;AUSGABE;'46900';23;9;D;'060F';          0.00;        984.53;        984.53;        984.53;          0.00;       1900.00;          0.00;       1900.00;        915.47;          0.00
'1.46900.403100';HANDELSWAREN;AUSGABE;'46900';23;9;D;'060F';          0.00;      18651.32;      18651.32;      15297.32;       3354.00;       5200.00;          0.00;       5200.00;          0.00;      13451.32
'1.46900.422000';MINERALISCHE ROHSTOFFE;AUSGABE;'46900';23;1;D;'060F';          0.00;          9.57;          9.57;          9.57;          0.00;          0.00;          0.00;          0.00;          0.00;          9.57
'1.46900.425000';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'46900';23;1;D;'060F';          0.00;          8.35;          8.35;          8.35;          0.00;          0.00;          0.00;          0.00;          0.00;          8.35
'1.46900.428550';FERTIG BEZOGENE TEILE;AUSGABE;'46900';23;1;D;'0805';          0.00;        441.89;        441.89;        441.89;          0.00;       1000.00;          0.00;       1000.00;        558.11;          0.00
'1.46900.454000';REINIGUNGSMITTEL;AUSGABE;'46900';23;1;D;'0805';          0.00;          7.43;          7.43;          7.43;          0.00;          0.00;          0.00;          0.00;          0.00;          7.43
'1.46900.455000';CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL;AUSGABE;'46900';23;1;D;'060F';          0.00;         78.72;         78.72;         78.72;          0.00;          0.00;          0.00;          0.00;          0.00;         78.72
'1.46900.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'46900';23;1;D;'060F';          0.00;        391.93;        391.93;        391.93;          0.00;        500.00;          0.00;        500.00;        108.07;          0.00
'1.46900.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'46900';23;1;D;'060F';          0.00;        297.02;        297.02;        297.02;          0.00;        600.00;          0.00;        600.00;        302.98;          0.00
'1.46900.457000';DRUCKWERKE;AUSGABE;'46900';23;1;D;'060F';          0.00;        538.64;        538.64;        538.64;          0.00;        500.00;          0.00;        500.00;          0.00;         38.64
'1.46900.457009';DRUCKWERKE;AUSGABE;'46900';23;1;D;'060F';          0.00;         39.32;         39.32;         39.32;          0.00;          0.00;          0.00;          0.00;          0.00;         39.32
'1.46900.457100';DRUCKWERKE;AUSGABE;'46900';23;1;D;'060F';          0.00;         48.00;         48.00;         48.00;          0.00;        200.00;          0.00;        200.00;        152.00;          0.00
'1.46900.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'46900';23;1;D;'060F';          0.00;         38.92;         38.92;         38.92;          0.00;        100.00;          0.00;        100.00;         61.08;          0.00
'1.46900.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'46900';20;0;S;'060F';          0.00;      66577.97;      66577.97;      66577.97;          0.00;      67700.00;       2700.00;      70400.00;       3822.03;          0.00
'1.46900.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'46900';20;0;S;'060F';          0.00;       2275.00;       2275.00;       2275.00;          0.00;       2300.00;          0.00;       2300.00;         25.00;          0.00
'1.46900.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'46900';20;0;S;'060F';          0.00;      63154.41;      63154.41;      63154.41;          0.00;      62600.00;          0.00;      62600.00;          0.00;        554.41
'1.46900.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'46900';20;0;S;'060F';          0.00;       3061.45;       3061.45;       3061.45;          0.00;       3000.00;          0.00;       3000.00;          0.00;         61.45
'1.46900.560000';REISEGEBÜHREN;AUSGABE;'46900';20;0;D;'060F';          0.00;        459.44;        459.44;        459.44;          0.00;        500.00;          0.00;        500.00;         40.56;          0.00
'1.46900.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'46900';20;0;D;'060F';          0.00;        116.34;        116.34;        116.34;          0.00;          0.00;          0.00;          0.00;          0.00;        116.34
'1.46900.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'46900';20;0;S;'060F';          0.00;       2407.20;       2407.20;       2407.20;          0.00;       2400.00;          0.00;       2400.00;          0.00;          7.20
'1.46900.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'46900';20;0;D;'060F';          0.00;          0.00;          0.00;          0.00;          0.00;       2700.00;          0.00;       2700.00;       2700.00;          0.00
'1.46900.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'46900';20;0;S;'060F';          0.00;        477.60;        477.60;        477.60;          0.00;        600.00;          0.00;        600.00;        122.40;          0.00
'1.46900.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'46900';20;0;S;'060F';          0.00;       6181.32;       6181.32;       6181.32;          0.00;       2300.00;          0.00;       2300.00;          0.00;       3881.32
'1.46900.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'46900';20;0;S;'060F';          0.00;      16549.86;      16549.86;      16549.86;          0.00;      16500.00;          0.00;      16500.00;          0.00;         49.86
'1.46900.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'46900';20;0;S;'060F';          0.00;       2885.88;       2885.88;       2885.88;          0.00;       2800.00;          0.00;       2800.00;          0.00;         85.88
'1.46900.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'46900';20;0;S;'060F';          0.00;        158.00;        158.00;        158.00;          0.00;        600.00;          0.00;        600.00;        442.00;          0.00
'1.46900.600000';STROM;AUSGABE;'46900';24;1;D;'0805';         44.20;        517.22;        561.42;        561.42;          0.00;        600.00;          0.00;        600.00;         82.78;          0.00
'1.46900.602000';WASSER;AUSGABE;'46900';24;1;D;'0805';          0.00;         57.99;         57.99;         57.99;          0.00;        100.00;          0.00;        100.00;         42.01;          0.00
'1.46900.603000';WÄRME;AUSGABE;'46900';24;1;D;'0805';          0.00;       1122.00;       1122.00;       1122.00;          0.00;        700.00;          0.00;        700.00;          0.00;        422.00
'1.46900.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'46900';24;3;D;'0805';          0.00;          2.63;          2.63;          2.63;          0.00;       4000.00;          0.00;       4000.00;       3997.37;          0.00
'1.46900.614009';INSTANDH. VON GEBÄUDEN A8/5W;AUSGABE;'46900';24;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.46900.614109';INSTANDH. VON GEBÄUDEN;AUSGABE;'46900';24;1;D;'060F';          0.00;        112.46;        112.46;        112.46;          0.00;          0.00;          0.00;          0.00;          0.00;        112.46
'1.46900.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'46900';24;3;D;'0805';          0.00;        494.05;        494.05;        494.05;          0.00;       1000.00;          0.00;       1000.00;        505.95;          0.00
'1.46900.618000';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'46900';24;1;D;'060F';          0.00;         52.59;         52.59;         52.59;          0.00;          0.00;          0.00;          0.00;          0.00;         52.59
'1.46900.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'46900';24;2;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.46900.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'46900';24;8;D;'060F';          0.00;          0.00;          0.00;          0.00;          0.00;       2000.00;          0.00;       2000.00;       2000.00;          0.00
'1.46900.620100';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'46900';24;8;D;'060F';          0.00;         66.70;         66.70;         66.70;          0.00;          0.00;          0.00;          0.00;          0.00;         66.70
'1.46900.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'46900';24;9;D;'060F';          0.00;          0.00;          0.00;          0.00;          0.00;       2000.00;          0.00;       2000.00;       2000.00;          0.00
'1.46900.630000';POSTDIENSTE;AUSGABE;'46900';24;1;D;'MDPA';          0.00;       9205.85;       9205.85;       9205.85;          0.00;       9500.00;          0.00;       9500.00;        294.15;          0.00
'1.46900.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'46900';24;1;D;'060F';          0.00;         74.08;         74.08;         74.08;          0.00;        400.00;          0.00;        400.00;        325.92;          0.00
'1.46900.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'46900';24;1;D;'060F';          0.00;        537.96;        537.96;        523.44;         14.52;       1300.00;          0.00;       1300.00;        762.04;          0.00
'1.46900.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'46900';25;8;S;'SN21';          0.00;         95.30;         95.30;         95.30;          0.00;        100.00;          0.00;        100.00;          4.70;          0.00
'1.46900.670000';VERSICHERUNGEN;AUSGABE;'46900';24;8;D;'0805';          0.00;         75.50;         75.50;         75.50;          0.00;          0.00;          0.00;          0.00;          0.00;         75.50
'1.46900.700000';MIETZINSE;AUSGABE;'46900';24;8;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;        600.00;          0.00;        600.00;        600.00;          0.00
'1.46900.700100';MIETZINSE;AUSGABE;'46900';24;9;D;'060F';       2985.44;       4504.00;       7489.44;       6389.44;       1100.00;       2500.00;          0.00;       2500.00;          0.00;       2004.00
'1.46900.700200';MIETZINSE LEASINGRATEN;AUSGABE;'46900';24;8;D;'0800';          0.00;       6084.33;       6084.33;       6084.33;          0.00;       6000.00;          0.00;       6000.00;          0.00;         84.33
'1.46900.700800';MIETZINSE INFRANET;AUSGABE;'46900';24;8;D;'0805';          0.00;         74.78;         74.78;         74.78;          0.00;       1000.00;          0.00;       1000.00;        925.22;          0.00
'1.46900.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'46900';24;8;D;'0805';          0.00;        391.83;        391.83;        391.83;          0.00;        100.00;          0.00;        100.00;          0.00;        291.83
'1.46900.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'46900';24;9;D;'060F';          0.00;         13.20;         13.20;         13.20;          0.00;        100.00;          0.00;        100.00;         86.80;          0.00
'1.46900.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'46900';24;9;D;'060F';       1280.00;       5187.96;       6467.96;       2840.66;       3627.30;       2500.00;          0.00;       2500.00;          0.00;       2687.96
'1.46900.726000';MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND);AUSGABE;'46900';24;8;D;'060F';          0.00;      38400.00;      38400.00;      38400.00;          0.00;      38400.00;          0.00;      38400.00;          0.00;          0.00
'1.46900.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'46900';24;8;D;'0805';         15.22;         69.30;         84.52;         69.89;         14.63;        400.00;          0.00;        400.00;        330.70;          0.00
'1.46900.728200';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'46900';24;9;D;'060F';       3252.53;      30656.98;      33909.51;      31732.91;       2176.60;      29100.00;      29000.00;      58100.00;      27443.02;          0.00
'1.46900.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'46900';24;9;D;'060F';          0.00;          0.00;          0.00;          0.00;          0.00;        900.00;          0.00;        900.00;        900.00;          0.00
'1.46900.728600';ENTGELTE FÜR SONSTIGE LEISTUNGEN FRAUENGESUNDHEITSZENTRUM;AUSGABE;'46900';24;8;D;'060F';          0.00;     152900.00;     152900.00;     152900.00;          0.00;     152900.00;          0.00;     152900.00;          0.00;          0.00
'1.46900.757000';LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW;AUSGABE;'46900';27;5;D;'060F';       4310.00;     350467.00;     354777.00;     354777.00;          0.00;     366000.00;      58200.00;     424200.00;      73733.00;          0.00
'1.46900.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'46900';27;5;D;'060F';          0.00;       5500.00;       5500.00;       2500.00;       3000.00;       4000.00;          0.00;       4000.00;          0.00;       1500.00
'1.46900.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'46900';27;5;D;'BG00';       1500.00;          0.00;       1500.00;       1500.00;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.48000.042000';AMTSAUSSTATTUNG;AUSGABE;'48000';41;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        600.00;          0.00;        600.00;        600.00;          0.00
'1.48000.042009';AMTSAUSSTATTUNG A 8/5W;AUSGABE;'48000';41;3;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48000.341000';INVESTITIONSDARLEHEN VON LÄNDERN, LANDESFONDS U. -;AUSGABE;'48000';64;8;S;'SN21';          0.00;     116548.99;     116548.99;     116548.99;          0.00;     141900.00;          0.00;     141900.00;      25351.01;          0.00
'1.48000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'48000';65;8;S;'SN21';          0.00;      37517.29;      37517.29;      37517.29;          0.00;      37500.00;          0.00;      37500.00;          0.00;         17.29
'1.48000.400000';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48000';23;1;D;'2100';          0.00;        457.96;        457.96;        457.96;          0.00;        800.00;          0.00;        800.00;        342.04;          0.00
'1.48000.400030';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48000';23;3;D;'0805';          0.00;        162.90;        162.90;        162.90;          0.00;       1000.00;          0.00;       1000.00;        837.10;          0.00
'1.48000.400100';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDUNG;AUSGABE;'48000';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48000.400890';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48000.400990';GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS;AUSGABE;'48000';23;1;D;'MDIM';          7.50;       6712.67;       6720.17;       6720.17;          0.00;          0.00;          0.00;          0.00;          0.00;       6712.67
'1.48000.402550';MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN;AUSGABE;'48000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48000.420890';PFLANZLICHE ROHSTOFFE;AUSGABE;'48000';23;1;D;'085W';          0.00;         83.97;         83.97;         83.97;          0.00;        100.00;          0.00;        100.00;         16.03;          0.00
'1.48000.423550';ROH- UND HILFSSTOFFE FÜR DAS BAUHAUPTGEWERBE;AUSGABE;'48000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48000.424550';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'48000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48000.424890';ROH- UND HILFSSTOFFE FÜR DAS BAUNEBENGEWERBE;AUSGABE;'48000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48000.425890';SONSTIGE ROH- UND HILFSSTOFFE;AUSGABE;'48000';23;1;D;'085W';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.48000.428550';FERTIG BEZOGENE TEILE;AUSGABE;'48000';23;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48000.428890';FERTIG BEZOGENE TEILE;AUSGABE;'48000';23;1;D;'085W';          0.00;         28.78;         28.78;         28.78;          0.00;        100.00;          0.00;        100.00;         71.22;          0.00
'1.48000.456000';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'48000';23;1;D;'2100';          0.00;        285.32;        285.32;        285.32;          0.00;       1000.00;          0.00;       1000.00;        714.68;          0.00
'1.48000.456990';SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL;AUSGABE;'48000';23;1;D;'2100';        154.68;        325.70;        480.38;        480.38;          0.00;        300.00;          0.00;        300.00;          0.00;         25.70
'1.48000.457000';DRUCKWERKE;AUSGABE;'48000';23;1;D;'2100';        176.70;       1207.58;       1384.28;       1203.78;        180.50;       1700.00;          0.00;       1700.00;        492.42;          0.00
'1.48000.457009';DRUCKWERKE KOPIERSERVICE - MDPA;AUSGABE;'48000';23;1;D;'2100';          0.00;        601.85;        601.85;        601.85;          0.00;       2300.00;          0.00;       2300.00;       1698.15;          0.00
'1.48000.457100';DRUCKWERKE;AUSGABE;'48000';23;1;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.48000.459000';SONSTIGE VERBRAUCHSGÜTER;AUSGABE;'48000';23;1;D;'2100';          0.00;          6.90;          6.90;          6.90;          0.00;        400.00;          0.00;        400.00;        393.10;          0.00
'1.48000.500000';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'48000';20;0;S;'2100';          0.00;     610742.75;     610742.75;     610742.75;          0.00;     676600.00;          0.00;     676600.00;      65857.25;          0.00
'1.48000.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'48000';20;0;S;'2100';          0.00;      28500.41;      28500.41;      28500.41;          0.00;      36100.00;          0.00;      36100.00;       7599.59;          0.00
'1.48000.501000';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'48000';20;0;S;'2100';          0.00;      36023.40;      36023.40;      36023.40;          0.00;      35200.00;          0.00;      35200.00;          0.00;        823.40
'1.48000.501010';GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN;AUSGABE;'48000';20;0;S;'2100';          0.00;       1631.00;       1631.00;       1631.00;          0.00;       1700.00;          0.00;       1700.00;         69.00;          0.00
'1.48000.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'48000';20;0;S;'2100';          0.00;      78905.42;      78905.42;      78905.42;          0.00;      55200.00;          0.00;      55200.00;          0.00;      23705.42
'1.48000.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'48000';20;0;S;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.48000.522100';GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE;AUSGABE;'48000';20;0;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        300.00;          0.00;        300.00;        300.00;          0.00
'1.48000.560000';REISEGEBÜHREN;AUSGABE;'48000';20;0;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.48000.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'48000';20;0;S;'2100';          0.00;        429.50;        429.50;        429.50;          0.00;       1500.00;          0.00;       1500.00;       1070.50;          0.00
'1.48000.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'48000';20;0;D;'2100';          0.00;          0.00;          0.00;          0.00;          0.00;        200.00;          0.00;        200.00;        200.00;          0.00
'1.48000.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'48000';20;0;S;'2100';          0.00;       5269.44;       5269.44;       5269.44;          0.00;       7600.00;          0.00;       7600.00;       2330.56;          0.00
'1.48000.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'48000';20;0;D;'2100';          0.00;       2535.77;       2535.77;       2535.77;          0.00;          0.00;          0.00;          0.00;          0.00;       2535.77
'1.48000.567000';BELOHNUNGEN UND GELDAUSHILFEN;AUSGABE;'48000';20;0;S;'2100';          0.00;         75.00;         75.00;         75.00;          0.00;        200.00;          0.00;        200.00;        125.00;          0.00
'1.48000.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'48000';20;0;S;'2100';          0.00;       2023.02;       2023.02;       2023.02;          0.00;       2000.00;          0.00;       2000.00;          0.00;         23.02
'1.48000.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'48000';20;0;S;'2100';          0.00;      26275.37;      26275.37;      26275.37;          0.00;      12600.00;          0.00;      12600.00;          0.00;      13675.37
